40,0.0012755249002821749,0.02286602047744184,0.08646642035662214,0.0011779742532776576,-1,-1,-1,-1
50,0.0023157483980540358,0.010483995954349856,0.2683583132955082,0.0014605359723413652,-1,-1,-1,-1
60,0.0018213844019567378,0.010258746764762705,0.2702848330120176,0.0017881054412655021,-1,-1,-1,-1
70,0.002176940574051406,0.012082941154153001,0.10744840940523136,0.001328780541290495,-1,-1,-1,-1
80,0.003391978364123524,0.0251776399201604,0.1902779196739993,0.0018040658994500647,-1,-1,-1,-1
90,0.0024393962225254867,0.003457687226279804,0.032822231093774544,0.0005607975171098788,-1,-1,-1,-1
100,0.004660771496589579,0.013998720711516713,0.1859390975970947,0.0004381334146719973,-1,-1,-1,-1
110,0.007762312305461303,0.022565689695513386,0.15110083891578568,0.0005381405315525374,-1,-1,-1,-1
120,0.007071933934466357,0.02627189655435169,0.10581470113919456,0.0007826990448403682,-1,-1,-1,-1
130,0.006454401778659203,0.022561128183857547,0.11622999945518608,0.002244160669135049,-1,-1,-1,-1
140,0.031356446977825796,0.29393931606618207,0.04641119709390106,0.004143917961837229,2.0860196038836647,-1,7.915496826171875e-05,5.621649265289307
150,0.03350801494914611,0.22263102638407542,0.0,0.005434518168974767,2.4196517292409485,-1,7.915496826171875e-05,5.621649265289307
160,0.04801343711211493,0.06405598117759553,0.0,0.008838683086137101,4.5371289348846,9.11325454711914,7.915496826171875e-05,5.621649265289307
170,0.008021253163034167,0.06377621915930384,0.0,0.02353189495207798,1.717194966901123,9.11325454711914,7.915496826171875e-05,5.621649265289307
180,0.004713089731061772,0.11424758241756253,0.0,0.03325727989967976,0.9127207405957697,9.11325454711914,7.915496826171875e-05,5.621649265289307
190,0.0021997479181293743,0.10429912362910942,0.0,0.046015728917565904,2.8426931523476093,9.11325454711914,7.915496826171875e-05,5.621649265289307
200,0.0026577339567013356,0.07561141965887534,0.0,0.06107555497230514,3.5207432858696315,9.11325454711914,7.915496826171875e-05,5.621649265289307
