0,0.0,0.0034710911568254232,0.00768239563331008,0.00058898407008874,-1,-1,-1,-1
10,0.0,0.0020976371071787917,0.006349837985576929,0.0005659238351491616,-1,-1,-1,-1
20,0.0,0.00017325274529866874,0.0005789263455031932,0.0004834679785714043,-1,-1,-1,-1
30,0.0,0.00017325274529866874,0.0009082038863574674,0.0005248855603453636,-1,-1,-1,-1
40,0.0,0.00017325274529866874,0.003629464425347963,0.0005914129172907888,-1,-1,-1,-1
50,0.0,0.00017325274529866874,0.0023304702618448287,0.0006593840726722101,-1,-1,-1,-1
60,0.0,0.00017325274529866874,0.0033978901736720747,0.0007807548858796531,-1,-1,-1,-1
70,0.0,0.00017325274529866874,0.00826976454660898,0.0007874358546817415,-1,-1,-1,-1
80,0.0,0.00017325274529866874,0.014668710184501752,0.0006836155955402756,-1,-1,-1,-1
90,0.0,0.21038860811017954,0.011899035066016611,0.0008705685157021042,-1,-1,-1,-1
100,0.0,0.5201583573847502,0.007817686633152365,0.0020855021796729253,-1,-1,-1,0.5966796875
110,0.0004353267688631765,0.4494410367185384,0.007909116851994252,0.0034961958362469546,0.9257232434775008,-1,-1,0.5966796875
120,0.008407078910967336,0.33115010436199216,0.008299851790070534,0.005242240771064314,1.6917927099995982,-1,2.4126720428466797,0.5966796875
130,0.006681435430228741,0.20075172529870128,0.0081453320026178,0.008739799960938826,2.526065669150372,-1,2.4126720428466797,0.5966796875
140,0.0017700431823136156,0.13920490644974023,0.007644519862399778,0.013098113557990664,1.4905974129834343,3.3285415172576904,2.4126720428466797,0.5966796875
150,0.0027861075394112846,0.2013007291820841,0.006833425565860018,0.017292742577797733,0.6633992374111309,3.3285415172576904,2.4126720428466797,0.5966796875
160,0.0029250050242974933,0.17054528279480438,0.007075093049091801,0.021168060092976546,0.5557685772543647,3.3285415172576904,2.4126720428466797,0.5966796875
170,0.001785313259905626,0.11998693887805997,0.007081335410475731,0.025965544300900104,0.39431609035451,3.3285415172576904,2.4126720428466797,0.5966796875
180,0.0009509305786079812,0.10484595490146643,0.007081335410475731,0.03192863136824733,0.2992206030455111,3.3285415172576904,2.4126720428466797,0.5966796875
190,0.02562570877607755,0.08542304946102001,0.006831936256958794,0.04022863472620813,0.37448692567404585,3.3285415172576904,2.4126720428466797,0.5966796875
200,0.002554912932592993,0.0642268861200478,0.007430740533809893,0.05090260876792397,0.3084953991203983,3.3285415172576904,2.4126720428466797,0.5966796875
210,0.0011580796114729053,0.045329645911838315,0.008035591575138099,0.0628205708675291,0.21412204786266442,3.3285415172576904,2.4126720428466797,0.5966796875
