40,1.2530333215465816e-08,0.00036625178089544407,0.021663266360839997,0.000322586907301516,-1,-1,-1,-1
50,1.2530333215465816e-08,0.001617324072867632,0.019093823873653142,0.00013133701371119614,-1,-1,-1,-1
60,1.2530333215465816e-08,0.001617324072867632,0.0,9.326720931565925e-05,-1,-1,-1,-1
70,1.2530333215465816e-08,0.001617324072867632,0.0,8.631092289406689e-05,-1,-1,-1,-1
80,1.2530333215465816e-08,0.001617324072867632,0.0,0.00022197413518875697,-1,-1,-1,-1
90,1.2530333215465816e-08,0.11338918068917933,0.04313631594771879,0.0006129489521807809,-1,-1,-1,-1
100,1.2530333215465816e-08,0.4088538102180342,0.0,0.0007703955820835021,-1,-1,-1,0.36200666427612305
110,1.2530333215465816e-08,0.3051057827338858,0.0,0.0008177027767963499,4.385528219385656,-1,0.08740925788879395,0.36200666427612305
120,1.2530333215465816e-08,0.24057472713615888,0.0,0.000946643413817384,2.9094295336507576,-1,0.08740925788879395,0.36200666427612305
130,1.253033321546581e-08,0.1514075755477981,0.0,0.0011409896365682948,2.4771647728729778,0.20099663734436035,0.08740925788879395,0.36200666427612305
140,1.253033321546581e-08,0.1537321578414249,0.0,0.0014841547707290326,2.6833308061584527,0.20099663734436035,0.08740925788879395,0.36200666427612305
150,0.001571878325398977,0.16840430144832078,0.0,0.0018558081876558952,1.6623983537374671,0.20099663734436035,0.08740925788879395,0.36200666427612305
160,0.0025378517390226996,0.13490924317402572,0.0,0.0022076861505201193,0.5562693926117029,0.20099663734436035,0.08740925788879395,0.36200666427612305
170,0.0004114712646696714,0.10000351077568384,0.0,0.0026479714490621965,0.12878536010982294,0.20099663734436035,0.08740925788879395,0.36200666427612305
180,0.0004114712646696713,0.06908885796107898,0.0,0.0033070389865966507,0.13178730865377444,0.20099663734436035,0.08740925788879395,0.36200666427612305
190,0.0004114712646696712,0.05537632786816133,0.0,0.004248332694070249,0.14499077764417548,0.20099663734436035,0.08740925788879395,0.36200666427612305
200,0.00041147126466967117,0.038983278564306584,0.0,0.005636956868952637,0.24416310169611838,0.20099663734436035,0.08740925788879395,0.36200666427612305
210,0.00041147126466967106,0.02379542553044781,0.0,0.007674343242776632,0.5903634421411257,0.20099663734436035,0.08740925788879395,0.36200666427612305
220,0.000411471264669671,0.01619518884325509,0.0,0.010908695043200427,0.3576651265315119,0.20099663734436035,0.08740925788879395,0.36200666427612305
